kic,source_id,sdss_g,parallax,parallax_error,Ag_Green_2017,Ag_Green_2017_sigma,Teffi,e_Teffi,FeHi,e_FeHi,new_logg,new_logg_std,new_radius,new_r_std,new_mass,new_mass_std,mass_qflag,loglbol_g_median,loglbol_sigp,loglbol_sigm,dSct
2167728,2051656884619933696,12.933,0.8,0.026,0.4,0.04,7970,278,0.07,0.3,4.15,0.1,1.77,0.14,1.62,0.25,0,1.057,0.036,0.035,0
2168333,2051662622696316160,9.968,1.655,0.043,0.22,0.05,8360,292,0.02,0.3,3.86,0.09,2.76,0.21,2.04,0.25,0,1.526,0.027,0.028,1
2168420,2051662725775540480,13.793,0.406,0.017,0.35,0.05,8049,281,0.03,0.3,3.98,0.1,2.26,0.2,1.8,0.25,0,1.287,0.045,0.045,1
2282763,2099088579286178048,12.423,0.46,0.031,0.23,0.02,8018,280,-0.07,0.3,3.66,0.1,3.58,0.35,2.13,0.25,0,1.679,0.063,0.059,1
2282926,2099089781877061632,13.051,0.798,0.035,0.21,0.02,8546,299,-0.26,0.3,4.39,0.1,1.34,0.11,1.6,0.25,5,0.934,0.042,0.041,0
2283064,2099090533490039424,11.955,1.697,0.031,0.18,0.02,6975,203,-0.17,0.3,4.15,0.1,1.6,0.1,1.35,0.25,0,0.739,0.019,0.019,0
2283124,2099089678797909760,12.737,0.799,0.032,0.23,0.02,7045,211,0.04,0.3,3.89,0.1,2.38,0.17,1.6,0.25,0,1.1,0.04,0.039,1
2283280,2099095451234000256,12.905,0.906,0.03,0.22,0.02,6565,186,-0.44,0.3,3.86,0.1,2.37,0.15,1.48,0.25,0,0.973,0.034,0.034,0
2283308,2099086345903299712,14.302,0.387,0.023,0.31,0.03,6694,234,-0.32,0.3,3.7,0.11,2.91,0.28,1.56,0.25,0,1.186,0.057,0.054,0
2284009,2099081157582943104,13.087,1.482,0.026,0.22,0.03,6580,189,-0.11,0.3,4.28,0.11,1.29,0.08,1.16,0.25,1,0.45,0.02,0.02,0
2285586,2099127233990668672,12.922,1.13,0.025,0.28,0.04,6857,240,0.07,0.3,4.12,0.11,1.69,0.13,1.35,0.25,0,0.753,0.022,0.022,0
2285791,2099127852466036480,14.333,0.83,0.017,0.26,0.03,6623,231,-0.23,0.3,4.25,0.12,1.34,0.1,1.18,0.25,1,0.495,0.026,0.026,0
2297728,2051098981244205056,10.147,1.858,0.032,0.13,0.01,6638,177,-0.37,0.3,3.52,0.08,3.83,0.21,1.76,0.25,0,1.41,0.019,0.019,1
2300165,2052588170964686848,11.104,2.167,0.025,0.18,0.07,7361,257,-0.12,0.3,4.16,0.1,1.64,0.13,1.45,0.25,0,0.854,0.031,0.032,2
2300529,2052541029402418816,12.642,0.596,0.024,0.27,0.02,7232,253,0.02,0.3,3.69,0.1,3.26,0.28,1.88,0.25,0,1.419,0.04,0.039,1
2300603,2052541682237466368,13.233,0.499,0.019,0.42,0.03,7100,232,-0.32,0.3,3.64,0.09,3.34,0.26,1.76,0.25,0,1.408,0.04,0.039,1
2301163,2052543121044832256,14.397,0.443,0.02,0.38,0.03,7561,264,0.05,0.3,4.09,0.11,1.84,0.16,1.56,0.25,0,0.999,0.045,0.043,1
2303365,2052553124030745344,11.18,0.848,0.123,0.46,0.02,7501,262,0.0,0.3,3.41,0.18,4.74,0.86,2.14,0.25,0,1.807,0.155,0.131,1
2304168,2051807517711479296,12.525,0.699,0.027,0.38,0.03,7215,252,-0.05,0.3,3.73,0.1,3.07,0.26,1.83,0.25,0,1.361,0.04,0.039,1
2304566,2051803562041180032,13.32,0.84,0.016,0.53,0.04,7057,224,-0.02,0.3,4.02,0.1,1.97,0.14,1.48,0.25,0,0.937,0.027,0.027,0
2304655,2051804837651950080,12.504,0.993,0.023,0.32,0.06,6832,80,-0.18,0.15,3.87,0.08,2.4,0.1,1.56,0.25,0,1.052,0.029,0.029,0
2305866,2051883379708269184,12.909,1.012,0.022,0.45,0.03,6576,230,-0.08,0.3,3.89,0.1,2.27,0.18,1.46,0.25,0,0.937,0.021,0.021,0
2306463,2051884483524264320,12.125,1.357,0.026,0.3,0.03,7319,256,0.11,0.3,4.12,0.1,1.74,0.13,1.47,0.25,0,0.894,0.022,0.022,0
2306482,2051883006055513344,14.033,0.551,0.021,0.34,0.06,6659,233,-0.16,0.3,3.86,0.11,2.37,0.2,1.5,0.25,0,0.999,0.043,0.043,0
2306616,2051835933212504832,16.22,0.258,0.036,0.46,0.05,6679,233,-0.11,0.3,3.96,0.17,2.01,0.34,1.36,0.25,0,0.859,0.133,0.119,0
2307533,2051839815863143936,12.756,1.185,0.024,0.37,0.06,7086,216,-0.18,0.3,4.13,0.11,1.67,0.12,1.4,0.25,0,0.802,0.029,0.03,0
2308475,2051829164344409728,16.01,0.467,0.03,0.41,0.03,6508,222,-0.25,0.3,4.3,0.13,1.25,0.12,1.14,0.25,2,0.405,0.061,0.058,0
2308753,2051828270991261568,10.934,3.114,0.024,0.12,0.03,6530,80,0.08,0.15,4.11,0.09,1.64,0.06,1.25,0.25,0,0.643,0.021,0.021,0
2308806,2051828202271828736,14.259,0.77,0.018,0.3,0.05,6670,80,-0.16,0.15,4.18,0.09,1.49,0.06,1.24,0.25,0,0.598,0.031,0.031,0
2308924,2051851704333073024,14.911,0.676,0.023,0.42,0.02,6533,198,-0.21,0.3,4.21,0.12,1.42,0.1,1.18,0.25,0,0.519,0.035,0.034,0
2309252,2051848268359257472,13.193,0.614,0.018,0.46,0.04,7882,80,0.26,0.15,4.02,0.07,2.12,0.09,1.71,0.25,0,1.193,0.034,0.034,0
2309579,2051847787323458048,13.498,0.697,0.015,0.44,0.03,7222,267,-0.03,0.3,4.02,0.1,2.02,0.16,1.54,0.25,0,1.0,0.028,0.027,0
2309841,2051849367871008768,12.899,1.245,0.029,0.29,0.04,6852,80,-0.08,0.15,4.16,0.09,1.57,0.06,1.32,0.25,0,0.692,0.025,0.025,0
2310119,2051660526752219008,13.219,0.613,0.024,0.44,0.06,7563,80,0.46,0.15,3.94,0.08,2.3,0.13,1.69,0.25,0,1.193,0.044,0.043,0
2310160,2051661866782039424,14.011,0.822,0.021,0.4,0.04,6549,195,-0.06,0.3,4.07,0.11,1.72,0.12,1.28,0.25,0,0.69,0.032,0.032,0
2310284,2051661145227540096,14.026,0.649,0.018,0.43,0.03,6820,217,-0.02,0.3,4.0,0.1,1.98,0.15,1.43,0.25,0,0.882,0.032,0.032,0
2310423,2051660870349634944,14.765,0.485,0.021,0.49,0.03,6659,205,-0.11,0.3,3.95,0.11,2.08,0.16,1.42,0.25,0,0.883,0.044,0.042,0
2310586,2051663756567670656,13.578,0.863,0.163,0.42,0.03,7194,238,0.14,0.3,4.07,0.29,1.84,0.5,1.4,0.25,3,0.91,0.235,0.182,1
2311628,2051652624012257920,12.725,1.385,0.024,0.34,0.04,6586,80,-0.24,0.15,4.07,0.09,1.76,0.06,1.3,0.25,0,0.718,0.024,0.024,0
2421875,2099843634535500160,12.564,1.683,0.027,0.18,0.02,6632,190,-0.38,0.3,4.22,0.11,1.41,0.09,1.2,0.25,0,0.539,0.019,0.019,0
2422886,2099095932270396160,14.254,0.466,0.019,0.21,0.03,6543,229,-0.5,0.3,3.81,0.11,2.51,0.22,1.52,0.25,0,1.019,0.042,0.041,0
2424276,2099172726284200832,14.109,0.699,0.018,0.25,0.02,6689,207,-0.22,0.3,4.08,0.11,1.71,0.12,1.32,0.25,0,0.723,0.028,0.028,0
2425057,2099129703593375232,12.578,0.362,0.024,0.27,0.02,7884,275,-0.45,0.3,3.49,0.1,4.45,0.44,2.24,0.25,0,1.839,0.061,0.058,0
2436421,2051288067182949760,15.278,0.192,0.027,0.54,0.06,7104,248,-0.07,0.3,3.6,0.14,3.52,0.52,1.82,0.25,0,1.453,0.125,0.112,0
2436781,2051287242549233664,16.18,0.628,0.039,0.08,0.01,6541,228,0.07,0.3,,,0.72,0.07,0.0,0.25,6,-0.074,0.059,0.056,0
2437762,2051105376456445824,15.176,0.171,0.025,0.75,0.02,7712,269,-0.1,0.3,3.61,0.15,3.69,0.57,2.04,0.25,0,1.638,0.127,0.113,0
2438003,2051105067218785280,13.227,0.821,0.021,0.11,0.02,7431,260,-0.18,0.3,4.2,0.1,1.58,0.12,1.45,0.25,0,0.834,0.029,0.028,0
2438052,2051105754413616768,12.845,1.423,0.028,0.06,0.01,6597,203,-0.16,0.3,4.22,0.11,1.39,0.1,1.19,0.25,1,0.519,0.018,0.018,0
2438249,2051105479535706752,15.826,0.226,0.032,0.6,0.02,7529,263,-0.09,0.3,3.99,0.17,2.1,0.34,1.59,0.25,0,1.104,0.127,0.114,1
2438566,2051105582614985472,16.259,0.274,0.038,0.38,0.03,6800,238,-0.1,0.3,4.11,0.17,1.67,0.27,1.31,0.25,0,0.73,0.129,0.113,0
2439211,2051103314872385408,12.772,0.653,0.022,0.28,0.02,7331,256,-0.05,0.3,3.81,0.1,2.71,0.23,1.76,0.25,0,1.282,0.035,0.034,1
2439660,2051090533049788672,11.514,1.35,0.022,0.31,0.03,8214,287,0.05,0.3,4.16,0.09,1.79,0.13,1.68,0.25,0,1.117,0.021,0.022,1
2441702,2052548897782607488,10.252,1.956,0.024,0.19,0.04,7842,274,0.15,0.3,3.96,0.09,2.32,0.17,1.77,0.25,0,1.263,0.023,0.023,0
2442118,2052546080284094080,9.932,1.512,0.031,0.19,0.02,9353,327,-0.2,0.3,3.98,0.08,2.52,0.19,2.2,0.25,0,1.641,0.019,0.02,0
2442154,2052546080284100224,14.039,0.584,0.017,0.27,0.02,6505,201,-0.24,0.3,3.88,0.1,2.29,0.16,1.45,0.25,0,0.927,0.03,0.03,0
2442674,2052568448474179712,12.963,0.525,0.024,0.39,0.03,8670,80,0.22,0.15,4.03,0.07,2.22,0.12,1.92,0.25,0,1.4,0.045,0.044,0
2443178,2052556078968407680,12.179,1.085,0.026,0.31,0.02,7293,245,0.16,0.3,3.98,0.09,2.15,0.15,1.59,0.25,0,1.07,0.019,0.02,0
2443937,2052553570707360256,15.741,0.367,0.043,0.4,0.03,6601,221,-0.02,0.3,4.05,0.15,1.75,0.25,1.28,0.25,0,0.72,0.114,0.101,0
2444188,2052559721100555392,12.944,0.754,0.031,0.36,0.04,6886,216,-0.1,0.3,3.81,0.1,2.62,0.2,1.63,0.25,0,1.144,0.042,0.041,0
2444426,2051809373137384960,13.037,1.027,0.026,0.27,0.03,7092,236,-0.21,0.3,4.16,0.1,1.61,0.11,1.38,0.25,0,0.77,0.022,0.022,0
2445298,2051807002315539968,14.778,0.438,0.019,0.48,0.04,6637,209,-0.12,0.3,3.89,0.1,2.29,0.18,1.48,0.25,0,0.963,0.044,0.043,0
2445385,2051807345912955008,11.268,1.214,0.026,0.33,0.04,6506,174,-0.11,0.3,3.5,0.09,3.9,0.24,1.74,0.25,0,1.39,0.024,0.024,0
2448307,2051844969824029952,14.147,0.519,0.018,0.38,0.03,7369,257,-0.09,0.3,4.07,0.1,1.88,0.16,1.52,0.25,0,0.971,0.037,0.036,0
2448505,2051841770065115776,11.85,1.306,0.028,0.35,0.06,6514,181,-0.55,0.3,3.7,0.09,2.88,0.19,1.5,0.25,0,1.129,0.028,0.028,0
2449383,2051851841772056192,14.063,0.619,0.016,0.44,0.02,7240,265,0.01,0.3,4.12,0.11,1.76,0.14,1.46,0.25,0,0.885,0.03,0.029,2
2449862,2051850707900795392,13.717,0.708,0.019,0.4,0.03,6827,221,-0.16,0.3,3.98,0.1,2.06,0.14,1.46,0.25,0,0.918,0.031,0.03,0
2450149,2051849672807325056,12.245,0.712,0.026,0.43,0.03,8234,80,0.26,0.15,3.91,0.07,2.55,0.13,1.93,0.25,0,1.43,0.039,0.038,0
2450371,2051849986346359552,14.263,0.679,0.027,0.43,0.03,6679,219,-0.21,0.3,4.05,0.11,1.8,0.14,1.34,0.25,0,0.764,0.041,0.041,0
2452185,2052040579819041792,13.831,0.597,0.016,0.42,0.05,6710,80,-0.24,0.15,3.85,0.08,2.45,0.11,1.54,0.25,0,1.038,0.035,0.035,0
2452289,2052041159630364032,12.369,1.575,0.03,0.31,0.05,7377,258,-0.08,0.3,4.33,0.11,1.34,0.11,1.38,0.25,2,0.677,0.029,0.029,0
2452450,2052028588270196096,13.357,1.051,0.015,0.35,0.03,6584,80,-0.2,0.15,4.08,0.1,1.72,0.06,1.29,0.25,0,0.7,0.022,0.022,0
2452697,2052030718574218240,15.481,0.454,0.027,0.5,0.03,6738,229,-0.04,0.3,4.17,0.13,1.56,0.15,1.28,0.25,0,0.654,0.058,0.055,0
2554543,2099851743433832320,13.738,0.561,0.017,0.24,0.04,6672,233,-0.08,0.3,3.82,0.1,2.51,0.2,1.55,0.25,0,1.051,0.035,0.034,0
2554853,2099850678281996928,12.629,0.713,0.024,0.29,0.03,6904,202,-0.54,0.3,3.68,0.09,3.08,0.21,1.64,0.25,0,1.288,0.036,0.035,0
2554867,2099850673983698432,11.934,0.536,0.024,0.3,0.04,8837,309,-0.14,0.3,3.77,0.09,3.29,0.28,2.32,0.25,0,1.773,0.045,0.044,1
2555530,2099192380054424960,13.369,0.485,0.015,0.23,0.04,7538,263,-0.14,0.3,3.86,0.1,2.55,0.21,1.76,0.25,0,1.276,0.034,0.034,0
2555747,2099189184598772608,12.252,1.649,0.024,0.23,0.04,7134,231,-0.17,0.3,4.28,0.11,1.38,0.09,1.34,0.25,2,0.648,0.024,0.024,0
2555979,2099188531763779200,12.943,1.004,0.025,0.26,0.04,6590,188,-0.07,0.3,3.97,0.1,2.04,0.13,1.4,0.25,0,0.849,0.023,0.023,0
2556166,2099189906153366784,13.378,0.822,0.017,0.25,0.04,6562,186,-0.36,0.3,3.94,0.1,2.11,0.13,1.41,0.25,0,0.873,0.028,0.028,0
2556279,2099189974872868864,13.162,1.52,0.025,0.2,0.04,6560,192,-0.34,0.3,4.32,0.11,1.22,0.08,1.14,0.25,2,0.397,0.022,0.022,0
2556505,2099178498720301824,14.175,0.861,0.016,0.21,0.03,6696,213,-0.22,0.3,4.28,0.12,1.32,0.09,1.2,0.25,1,0.496,0.027,0.027,0
2556755,2099180251066970112,10.559,4.498,0.022,0.07,0.02,6612,181,-0.43,0.3,4.28,0.11,1.29,0.07,1.17,0.25,1,0.46,0.018,0.018,0
2557858,2099153862788107776,14.124,0.866,0.015,0.27,0.02,6556,203,-0.31,0.3,4.19,0.11,1.46,0.1,1.2,0.25,0,0.547,0.023,0.023,0
2558273,2099155752573830016,11.399,2.899,0.024,0.12,0.03,6673,180,-0.16,0.3,4.27,0.11,1.32,0.08,1.2,0.25,1,0.495,0.022,0.022,0
2568971,2051291468797350528,13.271,0.569,0.015,0.37,0.05,7524,263,-0.15,0.3,3.9,0.09,2.43,0.19,1.73,0.25,0,1.232,0.034,0.033,0
2569516,2051294178915489920,12.799,0.77,0.026,0.1,0.02,7244,268,-0.09,0.3,3.98,0.1,2.15,0.18,1.58,0.25,0,1.059,0.034,0.034,0
2569639,2051294217576494720,10.507,1.418,0.03,0.08,0.02,8238,288,-0.21,0.3,3.94,0.09,2.45,0.19,1.9,0.25,0,1.397,0.018,0.019,0
2570146,2051293904037696256,12.342,1.807,0.025,0.1,0.02,6711,198,-0.18,0.3,4.25,0.11,1.36,0.09,1.22,0.25,1,0.531,0.02,0.02,0
2570469,2051293564741159424,14.02,1.342,0.021,0.06,0.01,6535,213,-0.25,0.3,4.56,0.13,0.89,0.06,1.04,0.25,5,0.11,0.018,0.018,0
2570760,2051107369321426432,13.613,0.546,0.015,0.26,0.02,7786,272,-0.14,0.3,4.09,0.1,1.9,0.15,1.62,0.25,0,1.075,0.031,0.03,1
2571548,2052608129671683328,11.749,2.954,0.024,0.18,0.04,6518,178,-0.28,0.3,4.31,0.12,1.23,0.07,1.13,0.25,1,0.392,0.023,0.023,0
2571868,2052605556992276736,8.579,2.686,0.031,0.17,0.03,8152,285,-0.21,0.3,3.72,0.08,3.33,0.25,2.15,0.25,0,1.644,0.022,0.022,1
2572232,2052606106748142080,15.802,0.312,0.027,0.24,0.02,6920,242,0.04,0.3,4.14,0.14,1.63,0.19,1.34,0.25,0,0.737,0.08,0.074,0
2572386,2052606244187118208,13.2,0.926,0.021,0.24,0.04,7348,257,0.07,0.3,4.22,0.11,1.53,0.12,1.42,0.25,0,0.79,0.031,0.031,1
2573108,2052599337879798784,12.269,0.906,0.024,0.32,0.02,6708,200,-0.11,0.3,3.66,0.09,3.1,0.22,1.6,0.25,0,1.245,0.028,0.028,0
2574245,2052550302234060928,12.281,1.579,0.026,0.18,0.03,6862,240,-0.37,0.3,4.16,0.11,1.58,0.12,1.32,0.25,0,0.696,0.021,0.022,0
2574248,2052549447538460032,12.756,1.356,0.026,0.19,0.02,6546,189,-0.13,0.3,4.1,0.11,1.65,0.1,1.26,0.25,0,0.652,0.02,0.02,0
2574861,2052569582345556352,14.827,0.138,0.027,0.38,0.03,9208,322,-0.1,0.3,3.81,0.17,3.14,0.58,2.31,0.25,0,1.805,0.158,0.138,0
2574960,2052569204388443264,12.246,0.925,0.025,0.32,0.03,7293,255,0.1,0.3,3.88,0.1,2.46,0.2,1.68,0.25,0,1.188,0.03,0.03,0
2575874,2052558243632002048,13.833,0.984,0.02,0.3,0.02,6749,208,0.22,0.3,4.27,0.11,1.33,0.09,1.22,0.25,1,0.52,0.019,0.019,0
2575952,2052558376773026688,13.934,0.5,0.022,0.28,0.02,7579,265,0.07,0.3,4.07,0.1,1.92,0.16,1.58,0.25,0,1.038,0.043,0.042,2
2576197,2052555082535863424,14.922,0.504,0.038,0.36,0.03,6522,207,0.28,0.3,4.02,0.13,1.84,0.19,1.3,0.25,0,0.741,0.072,0.067,0
2576224,2052560958051126144,12.806,0.798,0.035,0.32,0.03,7512,262,0.32,0.3,4.01,0.1,2.08,0.18,1.62,0.25,0,1.096,0.044,0.043,0
2576931,2052560236496653056,12.972,1.106,0.035,0.26,0.03,7052,227,0.05,0.3,4.2,0.1,1.54,0.11,1.35,0.25,0,0.723,0.02,0.02,0
2577219,2051811194203595648,12.781,0.882,0.028,0.26,0.02,8230,288,0.1,0.3,4.27,0.1,1.52,0.13,1.6,0.25,1,0.978,0.033,0.033,0
2577533,2051811434721809792,14.906,0.567,0.021,0.28,0.02,6689,210,0.08,0.3,4.19,0.11,1.48,0.11,1.25,0.25,0,0.597,0.038,0.037,0
2577900,2051904412172574976,13.903,1.002,0.016,0.23,0.04,6550,199,-0.1,0.3,4.25,0.11,1.34,0.09,1.16,0.25,1,0.474,0.022,0.022,0
2578077,2051901319796125568,10.893,0.805,0.035,0.3,0.03,8027,280,0.09,0.3,3.54,0.09,4.19,0.36,2.21,0.25,0,1.818,0.044,0.042,0
2578251,2051901079277973248,11.981,1.151,0.024,0.29,0.03,6610,132,0.04,0.15,3.71,0.09,2.83,0.13,1.5,0.25,0,1.139,0.021,0.021,0
2578404,2051900632601385472,13.284,0.566,0.018,0.45,0.03,7535,263,-0.24,0.3,3.89,0.1,2.47,0.21,1.74,0.25,0,1.249,0.035,0.034,1
2578513,2051900563876385920,11.188,1.986,0.023,0.28,0.06,7186,229,-0.84,0.3,4.04,0.1,1.95,0.14,1.5,0.25,0,0.96,0.029,0.029,0
2578582,2051900804400112384,14.332,0.646,0.018,0.41,0.03,7304,255,0.07,0.3,4.27,0.11,1.43,0.11,1.38,0.25,1,0.717,0.031,0.031,0
2578891,2051890324679949312,13.231,0.907,0.018,0.28,0.03,6771,206,-0.12,0.3,4.01,0.1,1.94,0.13,1.4,0.25,0,0.853,0.027,0.027,0
2579090,2051889328247548672,12.036,1.359,0.022,0.35,0.04,6915,218,-0.15,0.3,3.95,0.1,2.15,0.15,1.5,0.25,0,0.98,0.025,0.025,0
2579136,2051890565198172800,13.71,0.542,0.021,0.45,0.03,8932,312,-0.5,0.3,4.31,0.1,1.54,0.13,1.76,0.25,1,1.133,0.039,0.038,0
2579147,2051889706204692736,13.98,0.452,0.016,0.34,0.05,7288,288,-0.0,0.3,3.91,0.1,2.34,0.2,1.64,0.25,0,1.145,0.04,0.039,1
2579595,2051892489343571712,14.216,0.575,0.018,0.34,0.03,7247,271,0.06,0.3,4.15,0.11,1.67,0.14,1.44,0.25,0,0.841,0.033,0.033,0
2579807,2051893004739704192,15.44,0.34,0.023,0.43,0.02,6566,229,-0.05,0.3,3.91,0.12,2.18,0.22,1.42,0.25,0,0.903,0.065,0.061,0
2579906,2051891527270926848,12.444,0.882,0.025,0.3,0.02,7320,256,-0.06,0.3,3.92,0.1,2.35,0.19,1.66,0.25,0,1.153,0.03,0.03,1
2580101,2051891969643528448,12.797,1.84,0.026,0.24,0.04,6747,236,-0.02,0.3,4.39,0.12,1.14,0.09,1.18,0.25,5,0.388,0.023,0.024,0
2580613,2051845961953181568,12.423,0.797,0.025,0.41,0.02,7488,262,-0.05,0.3,3.85,0.09,2.62,0.21,1.78,0.25,0,1.289,0.033,0.033,0
2581243,2051869262159421824,14.054,0.242,0.023,0.41,0.02,9808,343,-0.06,0.3,4.0,0.12,2.51,0.31,2.3,0.25,0,1.721,0.089,0.082,0
2581626,2051865242070046336,15.059,0.318,0.027,0.4,0.03,8049,281,0.01,0.3,4.2,0.12,1.67,0.19,1.6,0.25,0,1.023,0.081,0.075,1
2581674,2051865654386939776,11.355,1.31,0.035,0.3,0.05,7348,257,0.16,0.3,3.87,0.1,2.51,0.2,1.71,0.25,0,1.219,0.026,0.026,0
2581836,2051867303654430080,12.024,1.323,0.025,0.27,0.05,6617,189,-0.53,0.3,3.85,0.09,2.41,0.16,1.51,0.25,0,1.001,0.027,0.027,0
2581905,2051853594118782336,14.686,0.33,0.023,0.43,0.02,6808,226,0.42,0.3,3.73,0.11,2.88,0.29,1.64,0.25,0,1.205,0.066,0.061,1
2581964,2051867063136284416,14.126,0.633,0.02,0.35,0.03,7431,260,-0.2,0.3,4.23,0.11,1.52,0.12,1.44,0.25,1,0.802,0.033,0.033,0
2582015,2051855209026525056,15.316,0.452,0.029,0.38,0.03,6794,219,-0.02,0.3,4.17,0.12,1.57,0.15,1.3,0.25,0,0.675,0.061,0.058,0
2582242,2051854899788903168,13.619,1.251,0.017,0.34,0.03,6988,235,-0.08,0.3,4.45,0.11,1.09,0.08,1.21,0.25,5,0.411,0.021,0.021,0
2582367,2051855376524462848,14.404,0.722,0.019,0.38,0.03,6660,233,0.08,0.3,4.16,0.11,1.53,0.12,1.25,0.25,0,0.617,0.03,0.03,0
2582539,2051854659270785024,13.418,0.679,0.015,0.38,0.03,7295,255,0.05,0.3,4.02,0.1,2.03,0.16,1.56,0.25,0,1.021,0.027,0.027,0
2582800,2051860259908181760,13.545,0.686,0.028,0.41,0.06,7921,277,0.02,0.3,4.22,0.1,1.6,0.13,1.56,0.25,0,0.958,0.045,0.044,1
2583001,2051857854726547200,13.318,1.271,0.017,0.29,0.03,6758,201,-0.17,0.3,4.28,0.11,1.33,0.09,1.23,0.25,1,0.52,0.021,0.021,0
2583153,2051856342898037888,11.813,0.794,0.024,0.38,0.04,7094,248,0.07,0.3,3.53,0.09,3.93,0.32,1.9,0.25,0,1.548,0.036,0.035,1
2583234,2051856652135692800,12.418,0.816,0.025,0.38,0.04,8012,80,-0.11,0.15,4.01,0.08,2.18,0.1,1.76,0.25,0,1.245,0.036,0.035,1
2583667,2051670078759609600,16.279,0.45,0.04,0.42,0.03,6512,227,0.24,0.3,4.37,0.15,1.15,0.13,1.12,0.25,2,0.328,0.085,0.079,0
2583669,2051670078759612544,13.81,0.606,0.017,0.4,0.03,7112,234,0.29,0.3,3.98,0.1,2.06,0.16,1.52,0.25,0,0.99,0.032,0.031,1
2583748,2051858576281159168,13.866,0.474,0.016,0.51,0.02,6982,242,-0.43,0.3,3.75,0.1,2.88,0.23,1.72,0.25,0,1.25,0.036,0.035,0
2584426,2052041919835407872,11.293,1.307,0.047,0.3,0.04,7383,258,-0.23,0.3,3.86,0.09,2.59,0.19,1.74,0.25,0,1.253,0.026,0.026,0
2584749,2052041056551156608,13.14,1.335,0.025,0.33,0.05,7015,245,0.07,0.3,4.34,0.11,1.26,0.1,1.28,0.25,2,0.543,0.026,0.026,0
2584908,2052041507532044416,10.743,1.433,0.038,0.28,0.05,8144,80,-0.18,0.15,3.94,0.07,2.43,0.09,1.88,0.25,0,1.37,0.029,0.029,0
2585092,2052029481623616640,14.004,0.748,0.017,0.46,0.03,6714,218,-0.2,0.3,4.05,0.11,1.83,0.14,1.36,0.25,0,0.789,0.028,0.028,0
2692591,2099859989771014016,12.873,1.318,0.026,0.19,0.04,6895,203,-0.11,0.3,4.25,0.1,1.4,0.09,1.28,0.25,1,0.599,0.024,0.024,0
2693097,2099853461420786688,13.784,0.786,0.016,0.44,0.03,7036,220,0.15,0.3,4.14,0.1,1.68,0.12,1.39,0.25,0,0.793,0.027,0.027,0
2693450,2099851090598874496,12.786,0.718,0.023,0.31,0.03,7270,254,-0.33,0.3,3.85,0.1,2.57,0.21,1.71,0.25,0,1.22,0.035,0.034,1
2693731,2099850369044393984,14.422,0.174,0.019,0.4,0.04,8780,307,-0.21,0.3,3.75,0.13,3.31,0.43,2.28,0.25,0,1.769,0.095,0.087,0
2694337,2099192822430193664,10.373,3.006,0.031,0.13,0.04,7508,262,-0.11,0.3,4.21,0.1,1.56,0.12,1.46,0.25,0,0.846,0.023,0.023,1
2694822,2099190249750775424,13.063,1.423,0.023,0.21,0.02,6602,192,-0.31,0.3,4.24,0.12,1.35,0.09,1.18,0.25,1,0.495,0.019,0.019,0
2695030,2099196739440364672,12.557,0.79,0.023,0.2,0.03,7308,248,-0.12,0.3,3.89,0.09,2.42,0.19,1.68,0.25,0,1.178,0.032,0.031,1
2695344,2099184477314834304,9.661,3.119,0.024,0.08,0.03,6922,184,-0.16,0.3,3.86,0.09,2.43,0.14,1.58,0.25,0,1.085,0.02,0.02,0
2695853,2099182278291675776,13.252,1.606,0.018,0.16,0.03,6594,195,-0.37,0.3,4.42,0.12,1.08,0.07,1.14,0.25,5,0.299,0.021,0.021,0
2696217,2099157985956712832,13.514,0.759,0.019,0.24,0.03,7408,259,-0.4,0.3,4.19,0.11,1.61,0.13,1.46,0.25,0,0.849,0.029,0.029,0
2696687,2099154584342704256,14.031,1.019,0.015,0.2,0.03,6548,195,-0.19,0.3,4.31,0.12,1.23,0.08,1.14,0.25,2,0.395,0.021,0.021,0
2696932,2099155890012817280,12.195,1.722,0.025,0.15,0.04,6525,181,-0.27,0.3,4.08,0.1,1.68,0.1,1.26,0.25,0,0.665,0.023,0.023,0
2706677,2051305831167951616,13.772,0.946,0.016,0.4,0.03,6585,197,-0.15,0.3,4.11,0.11,1.64,0.11,1.27,0.25,0,0.66,0.026,0.026,0
2706947,2051304628577129728,13.941,0.789,0.018,0.36,0.02,6772,213,-0.43,0.3,4.11,0.1,1.69,0.12,1.33,0.25,0,0.733,0.026,0.026,0
2707130,2051310504092443520,14.22,0.993,0.018,0.37,0.03,6566,213,-0.24,0.3,4.31,0.12,1.24,0.09,1.14,0.25,2,0.408,0.021,0.021,0
2707479,2051299371537345664,11.244,1.781,0.063,0.3,0.05,7505,262,0.02,0.3,4.07,0.1,1.9,0.14,1.56,0.25,0,1.014,0.028,0.028,1
2707985,2051296485319369728,12.488,0.57,0.029,0.43,0.01,7920,277,-0.22,0.3,3.75,0.09,3.16,0.28,2.03,0.25,0,1.548,0.048,0.047,0
2708203,2051295591966202880,13.735,0.905,0.017,0.35,0.03,6564,195,-1.52,0.3,4.04,0.11,1.8,0.12,1.32,0.25,0,0.736,0.026,0.026,0
2708577,2051108125235833472,15.021,0.433,0.02,0.36,0.03,6694,80,0.12,0.15,4.02,0.1,1.89,0.11,1.36,0.25,0,0.809,0.046,0.045,0
