kic,source_id,sdss_g,parallax,parallax_error,Ag_Green_2017,Ag_Green_2017_sigma,Teffi,e_Teffi,FeHi,e_FeHi,new_logg,new_logg_std,new_radius,new_r_std,new_mass,new_mass_std,mass_qflag,loglbol_g_median,loglbol_sigp,loglbol_sigm,dSct
11445311,2132059084709145088,13.622,1.031,0.018,0.13,0.01,6601,190,-0.32,0.3,4.23,0.11,1.38,0.09,1.18,0.25,1,0.512,0.017,0.017,0
11445913,2132043725906164224,8.481,6.424,0.067,0.05,0.02,7250,145,-0.24,0.15,4.09,0.09,1.81,0.08,1.48,0.25,0,0.913,0.02,0.02,1
11445969,2132043859047745152,11.542,2.968,0.024,0.09,0.03,6540,181,-0.1,0.3,4.28,0.12,1.29,0.07,1.14,0.25,1,0.435,0.02,0.02,0
11446138,2131316639483398016,12.96,1.246,0.022,0.12,0.01,7135,216,-0.49,0.3,4.34,0.1,1.28,0.08,1.32,0.25,5,0.585,0.017,0.017,0
11446171,2131316605123666432,13.991,1.427,0.016,0.12,0.01,6507,188,-0.93,0.3,4.54,0.12,0.9,0.06,1.05,0.25,5,0.12,0.017,0.017,0
11446814,2131307396713865472,11.533,1.042,0.022,0.14,0.01,7351,257,-0.36,0.3,3.81,0.09,2.74,0.2,1.78,0.25,0,1.297,0.017,0.017,0
11447443,2132758923861154048,13.529,0.712,0.015,0.2,0.03,6581,188,-0.16,0.3,3.9,0.09,2.22,0.15,1.44,0.25,0,0.92,0.027,0.027,0
11447606,2132757686910600704,13.1,1.356,0.021,0.12,0.03,6512,179,-0.35,0.3,4.21,0.11,1.39,0.08,1.17,0.25,0,0.498,0.02,0.02,0
11447804,2132762703432239616,13.56,0.839,0.013,0.17,0.02,6595,189,-0.36,0.3,4.04,0.1,1.83,0.12,1.33,0.25,0,0.756,0.023,0.023,0
11447883,2132750574444593280,9.839,2.345,0.05,0.11,0.02,6948,184,-0.26,0.3,3.72,0.08,3.03,0.18,1.76,0.25,0,1.286,0.02,0.02,0
11448078,2132751639596705152,13.626,1.046,0.013,0.12,0.03,6667,186,-0.02,0.3,4.28,0.11,1.31,0.08,1.19,0.25,1,0.483,0.02,0.02,0
11450274,2132619732561125760,13.42,1.078,0.011,0.13,0.02,6551,191,-0.62,0.3,4.17,0.11,1.48,0.09,1.2,0.25,0,0.563,0.018,0.018,0
11453479,2129942971503283072,13.687,0.911,0.016,0.14,0.02,6665,211,-0.18,0.3,4.16,0.11,1.52,0.11,1.25,0.25,0,0.616,0.023,0.023,0
11453481,2129942971503284224,14.049,0.906,0.017,0.14,0.02,6581,212,-0.16,0.3,4.25,0.12,1.34,0.09,1.17,0.25,1,0.483,0.024,0.024,0
11453863,2129935549799842432,13.952,1.217,0.039,0.15,0.01,6699,234,-0.47,0.3,4.49,0.12,0.99,0.07,1.12,0.25,5,0.254,0.017,0.017,0
11453930,2129936202634908288,13.277,1.233,0.017,0.1,0.02,6826,201,-0.15,0.3,4.34,0.1,1.24,0.08,1.24,0.25,2,0.479,0.018,0.018,0
11454008,2129937680103677440,11.158,1.16,0.024,0.1,0.02,7193,218,-0.18,0.3,3.74,0.08,3.02,0.2,1.82,0.25,0,1.343,0.017,0.018,0
11454073,2129937370866050560,12.088,2.114,0.024,0.08,0.02,6688,201,0.06,0.3,4.28,0.11,1.31,0.08,1.2,0.25,1,0.49,0.019,0.019,0
11454265,2129933866172749952,13.695,1.034,0.014,0.11,0.02,6787,201,-0.1,0.3,4.34,0.11,1.23,0.08,1.23,0.25,2,0.464,0.017,0.017,0
11454360,2129957432653876608,12.43,1.454,0.026,0.1,0.02,6791,191,-0.03,0.3,4.16,0.1,1.57,0.1,1.3,0.25,0,0.674,0.018,0.018,0
11454593,2129768625892984192,11.529,1.316,0.024,0.11,0.02,7248,253,-0.13,0.3,3.95,0.1,2.23,0.17,1.6,0.25,0,1.092,0.018,0.018,0
11454662,2129768905069679744,11.487,1.73,0.082,0.1,0.02,6580,230,0.22,0.3,3.92,0.1,2.19,0.17,1.44,0.25,0,0.907,0.019,0.019,0
11454760,2129768183515176192,13.349,0.947,0.014,0.12,0.02,6884,207,-0.36,0.3,4.16,0.1,1.58,0.1,1.32,0.25,0,0.706,0.022,0.022,0
11455084,2129771958785541504,12.398,0.906,0.02,0.15,0.02,7142,249,-0.5,0.3,3.89,0.09,2.38,0.18,1.62,0.25,0,1.123,0.026,0.026,0
11455347,2129759765379156096,13.654,0.864,0.015,0.16,0.02,6592,204,0.16,0.3,4.09,0.11,1.68,0.11,1.28,0.25,0,0.681,0.023,0.023,0
11455423,2129759318702569472,12.726,1.009,0.024,0.15,0.02,7229,253,-0.5,0.3,4.12,0.1,1.73,0.13,1.44,0.25,0,0.867,0.017,0.018,0
11455971,2129851024844693248,13.995,0.893,0.042,0.13,0.01,6774,206,-0.21,0.3,4.3,0.11,1.3,0.1,1.23,0.25,2,0.506,0.045,0.044,0
11456064,2129803986361992192,13.639,1.488,0.013,0.11,0.01,6571,190,-0.28,0.3,4.51,0.12,0.96,0.06,1.08,0.25,5,0.192,0.017,0.017,0
11456154,2129804158160693888,10.325,1.817,0.024,0.1,0.01,7304,80,0.31,0.15,3.81,0.07,2.72,0.08,1.76,0.25,0,1.279,0.018,0.018,0
11456256,2129804948434695296,12.535,1.438,0.028,0.11,0.02,6538,181,-0.22,0.3,4.09,0.1,1.67,0.1,1.26,0.25,0,0.664,0.018,0.018,0
11456279,2129803264807505536,12.541,0.934,0.024,0.12,0.01,7323,256,0.07,0.3,4.03,0.1,1.97,0.15,1.54,0.25,0,1.003,0.028,0.027,0
11456355,2129803127368558208,13.72,1.023,0.016,0.12,0.01,6859,208,-0.11,0.3,4.36,0.11,1.2,0.08,1.24,0.25,5,0.461,0.017,0.017,0
11456474,2129801748679206144,12.558,1.129,0.023,0.11,0.01,6944,80,-0.1,0.15,4.08,0.09,1.8,0.05,1.4,0.25,0,0.83,0.017,0.017,0
11456490,2129802130936178944,13.157,1.001,0.022,0.12,0.01,6571,189,-0.3,0.3,4.06,0.1,1.78,0.1,1.31,0.25,0,0.724,0.017,0.017,0
11456663,2129801031424562304,13.963,1.242,0.018,0.13,0.01,6647,203,-0.36,0.3,4.5,0.12,0.98,0.06,1.1,0.25,5,0.225,0.017,0.017,0
11456869,2129795155909343616,13.099,1.444,0.025,0.13,0.02,6735,192,-0.16,0.3,4.36,0.11,1.21,0.07,1.21,0.25,2,0.431,0.018,0.018,0
11456933,2129795460846596480,11.489,1.755,0.026,0.13,0.03,6955,80,-0.31,0.15,4.02,0.08,1.94,0.06,1.45,0.25,0,0.9,0.02,0.02,0
11456993,2129794503075029632,15.095,0.434,0.024,0.15,0.02,7100,248,-0.13,0.3,4.25,0.12,1.44,0.14,1.34,0.25,1,0.677,0.053,0.051,0
11457198,2129795976242672128,12.476,0.819,0.022,0.14,0.02,7497,262,-0.02,0.3,3.97,0.1,2.2,0.17,1.65,0.25,0,1.138,0.03,0.029,1
11457490,2129815909191192192,13.892,0.778,0.014,0.16,0.02,6537,196,-0.25,0.3,4.07,0.11,1.73,0.11,1.28,0.25,0,0.691,0.023,0.023,0
11457596,2129816252788578944,14.1,1.046,0.015,0.15,0.03,6816,216,-0.5,0.3,4.48,0.12,1.03,0.07,1.16,0.25,5,0.316,0.019,0.019,0
11457608,2129815737392502272,13.664,0.833,0.013,0.16,0.02,6511,191,-0.18,0.3,4.04,0.11,1.8,0.11,1.3,0.25,0,0.718,0.022,0.022,0
11459949,2135009589804189312,13.031,0.638,0.026,0.2,0.02,7242,253,-2.08,0.3,3.85,0.1,2.59,0.21,1.7,0.25,0,1.22,0.04,0.039,0
11460635,2135001652704719744,13.21,0.827,0.033,0.17,0.01,6546,200,0.04,0.3,3.89,0.1,2.22,0.17,1.44,0.25,0,0.911,0.038,0.038,0
11461134,2135022921382531328,12.786,0.78,0.032,0.2,0.01,7282,254,-0.19,0.3,3.94,0.11,2.23,0.19,1.61,0.25,0,1.101,0.041,0.039,1
11461139,2135023127540962944,13.78,1.188,0.019,0.17,0.02,6563,185,-0.11,0.3,4.38,0.12,1.16,0.07,1.16,0.25,2,0.355,0.018,0.018,0
11461167,2134835214133610624,15.756,0.445,0.033,0.22,0.01,6721,235,0.16,0.3,4.33,0.13,1.23,0.13,1.19,0.25,2,0.443,0.069,0.065,0
11461392,2134835420292519168,14.334,0.748,0.016,0.2,0.03,6576,230,-0.27,0.3,4.18,0.12,1.48,0.11,1.22,0.25,0,0.566,0.028,0.027,0
11461477,2134834630018536576,12.064,1.568,0.021,0.14,0.03,6594,80,-0.06,0.15,4.02,0.09,1.89,0.06,1.35,0.25,0,0.786,0.022,0.022,0
11461821,2134833289988714240,13.068,0.692,0.02,0.22,0.02,7273,252,-0.16,0.3,3.95,0.09,2.23,0.17,1.61,0.25,0,1.096,0.03,0.03,0
11462151,2134826413741635712,12.108,1.584,0.024,0.15,0.02,7508,262,-0.24,0.3,4.33,0.11,1.34,0.1,1.4,0.25,2,0.712,0.019,0.019,2
11462186,2134826589839690880,15.575,0.591,0.023,0.21,0.03,6783,237,-0.14,0.3,4.5,0.12,0.98,0.08,1.12,0.25,5,0.261,0.039,0.038,0
11462444,2134827654991374720,14.35,0.739,0.02,0.21,0.02,7029,246,-0.27,0.3,4.35,0.11,1.26,0.1,1.28,0.25,5,0.541,0.029,0.029,0
11462556,2134827204015633920,11.36,1.938,0.143,0.15,0.03,6824,80,0.22,0.15,4.01,0.08,1.95,0.07,1.42,0.25,0,0.872,0.021,0.021,0
11462687,2134824700053904640,11.641,2.952,0.022,0.12,0.03,6580,178,-0.1,0.3,4.31,0.11,1.24,0.07,1.16,0.25,2,0.415,0.02,0.02,0
11462738,2134824528255219328,14.111,0.841,0.014,0.2,0.02,7016,245,-0.5,0.3,4.36,0.11,1.23,0.1,1.27,0.25,5,0.519,0.023,0.023,0
11463467,2134869642590071296,12.902,1.305,0.026,0.14,0.02,6535,187,-0.41,0.3,4.13,0.11,1.59,0.1,1.24,0.25,0,0.619,0.019,0.019,0
11463497,2134869676949815808,15.115,0.542,0.021,0.19,0.01,6608,209,-0.06,0.3,4.22,0.12,1.4,0.11,1.2,0.25,1,0.527,0.038,0.037,0
11463609,2134868233840822656,13.619,0.948,0.013,0.17,0.02,6553,191,-0.33,0.3,4.13,0.11,1.59,0.1,1.25,0.25,0,0.625,0.021,0.021,0
11463868,2134867684085040000,15.629,0.647,0.025,0.19,0.03,6566,229,-0.08,0.3,4.52,0.14,0.94,0.08,1.06,0.25,5,0.169,0.04,0.039,0
11463950,2134873731399011584,13.515,0.565,0.014,0.38,0.04,7057,80,0.14,0.15,3.84,0.08,2.54,0.1,1.65,0.25,0,1.159,0.031,0.03,1
11463968,2134867718444787200,16.273,0.302,0.031,0.21,0.03,6588,220,0.04,0.3,4.18,0.15,1.5,0.19,1.23,0.25,0,0.584,0.097,0.088,0
11464130,2134861598111691136,11.544,2.731,0.021,0.12,0.03,6527,80,-0.03,0.15,4.21,0.1,1.42,0.05,1.18,0.25,0,0.516,0.021,0.021,0
11464245,2134862186526948352,13.395,0.699,0.013,0.23,0.03,7411,80,-0.16,0.15,4.1,0.08,1.82,0.07,1.51,0.25,0,0.953,0.025,0.025,1
11464281,2134862083447729664,13.217,1.303,0.018,0.18,0.04,6634,201,-0.02,0.3,4.26,0.11,1.33,0.09,1.18,0.25,1,0.491,0.022,0.022,0
11464707,2134862908081843456,11.725,0.985,0.021,0.21,0.04,7213,223,-0.17,0.3,3.77,0.09,2.87,0.2,1.78,0.25,0,1.304,0.023,0.023,0
11465121,2134858677533277440,13.565,1.062,0.014,0.29,0.04,6746,201,-0.18,0.3,4.25,0.11,1.39,0.09,1.24,0.25,1,0.56,0.024,0.024,0
11465207,2086843868043867136,12.631,1.459,0.102,0.17,0.04,6742,80,0.1,0.15,4.19,0.1,1.5,0.06,1.26,0.25,0,0.622,0.023,0.023,0
11465386,2086845856606919936,13.241,1.515,0.018,0.22,0.02,6565,204,-1.45,0.3,4.3,0.12,1.24,0.08,1.14,0.25,2,0.413,0.019,0.019,0
11466960,2086833182165544064,13.704,0.749,0.012,0.41,0.05,6735,206,-0.11,0.3,3.97,0.1,2.03,0.14,1.42,0.25,0,0.881,0.028,0.028,0
11467819,2087158190929277952,13.376,0.95,0.016,0.35,0.02,6623,198,-0.18,0.3,4.02,0.1,1.87,0.13,1.35,0.25,0,0.785,0.023,0.023,0
11467837,2087158117908368512,13.008,0.812,0.022,0.36,0.02,6706,80,-0.14,0.15,3.82,0.08,2.55,0.11,1.57,0.25,0,1.074,0.031,0.03,0
11468301,2087145718344028288,13.29,1.206,0.019,0.4,0.05,6586,194,-0.19,0.3,4.14,0.11,1.56,0.1,1.25,0.25,0,0.617,0.026,0.026,0
11468621,2087151005442525824,12.448,0.757,0.024,0.34,0.03,7670,268,-0.23,0.3,3.89,0.09,2.52,0.19,1.79,0.25,0,1.297,0.034,0.033,1
11468737,2087152624651481856,14.419,0.775,0.019,0.36,0.03,6551,193,-0.23,0.3,4.17,0.11,1.5,0.1,1.22,0.25,0,0.569,0.029,0.029,0
11468863,2087149394837141888,11.435,1.693,0.043,0.26,0.04,7278,241,-0.18,0.3,4.05,0.1,1.93,0.14,1.52,0.25,0,0.974,0.024,0.024,1
11469049,2087149596693251712,12.119,0.877,0.025,0.27,0.02,8052,281,-0.05,0.3,4.01,0.09,2.18,0.18,1.78,0.25,0,1.255,0.031,0.031,1
11493456,2131884537238121216,10.766,1.342,0.023,0.2,0.02,6876,240,0.21,0.3,3.56,0.09,3.65,0.27,1.78,0.25,0,1.43,0.019,0.019,0
11494191,2132246276563384704,13.321,1.337,0.028,0.12,0.02,6701,234,-0.28,0.3,4.36,0.12,1.19,0.09,1.19,0.25,2,0.407,0.018,0.018,0
11494551,2132202910276589440,11.893,1.384,0.023,0.12,0.02,6510,227,-0.28,0.3,3.85,0.1,2.39,0.17,1.48,0.25,0,0.964,0.018,0.018,0
11494765,2132189789153336320,11.181,1.635,0.025,0.09,0.02,7271,254,-0.16,0.3,4.0,0.09,2.09,0.16,1.56,0.25,0,1.039,0.018,0.018,0
11495089,2132209683441888768,13.885,0.499,0.014,0.12,0.01,6661,192,-0.24,0.3,3.81,0.1,2.54,0.17,1.56,0.25,0,1.06,0.03,0.03,0
11495305,2132210542435365888,13.978,0.398,0.029,0.18,0.02,7482,261,-0.21,0.3,3.92,0.11,2.35,0.25,1.68,0.25,0,1.192,0.068,0.063,1
11496395,2132104267765005440,12.946,1.672,0.024,0.1,0.01,6683,229,-0.02,0.3,4.41,0.11,1.12,0.08,1.17,0.25,5,0.356,0.017,0.017,0
11497012,2132060115501289984,9.596,2.692,0.034,0.09,0.02,7884,275,-0.1,0.3,4.01,0.09,2.17,0.16,1.74,0.25,0,1.215,0.019,0.019,1
11497304,2132061382514298496,11.345,3.021,0.025,0.08,0.02,6595,177,-0.15,0.3,4.24,0.11,1.35,0.08,1.18,0.25,1,0.492,0.019,0.019,0
11498051,2131319491341819648,13.239,1.223,0.018,0.13,0.02,6659,212,-0.05,0.3,4.25,0.12,1.36,0.09,1.2,0.25,1,0.515,0.018,0.018,0
11498764,2132811047584226176,13.671,0.926,0.014,0.15,0.02,6571,230,-0.14,0.3,4.14,0.12,1.56,0.12,1.24,0.25,0,0.612,0.022,0.023,0
11498849,2132810871486675072,12.055,1.851,0.027,0.13,0.03,6902,217,-0.18,0.3,4.24,0.1,1.43,0.1,1.28,0.25,1,0.621,0.021,0.021,0
11498946,2132807783409086464,13.962,0.848,0.014,0.18,0.02,6841,212,-0.06,0.3,4.26,0.11,1.37,0.09,1.25,0.25,1,0.569,0.023,0.023,0
11499639,2132765864528378496,14.057,0.833,0.013,0.17,0.02,6646,232,0.06,0.3,4.22,0.11,1.42,0.11,1.21,0.25,1,0.551,0.023,0.023,0
11499723,2132765589650474880,11.592,2.985,0.039,0.1,0.03,6523,193,-0.0,0.3,4.29,0.12,1.25,0.08,1.13,0.25,1,0.403,0.021,0.022,0
11501515,2132671031650403456,12.461,1.123,0.022,0.18,0.02,6540,184,-0.13,0.3,3.89,0.1,2.26,0.14,1.45,0.25,0,0.926,0.018,0.018,0
11501520,2132671066010143488,13.844,0.79,0.016,0.2,0.03,7233,246,-0.1,0.3,4.29,0.11,1.37,0.1,1.36,0.25,2,0.664,0.026,0.026,0
11502579,2132623031096096768,13.216,0.908,0.014,0.16,0.02,7362,257,-0.05,0.3,4.24,0.1,1.49,0.11,1.41,0.25,1,0.77,0.022,0.022,0
11502652,2132623649571435136,12.981,1.15,0.023,0.14,0.02,6913,199,-0.52,0.3,4.19,0.1,1.51,0.09,1.31,0.25,0,0.672,0.017,0.018,0
11505574,2129948915738046464,13.215,1.186,0.028,0.17,0.02,6920,214,-0.01,0.3,4.31,0.11,1.31,0.09,1.27,0.25,2,0.547,0.017,0.018,0
11505727,2129948469061482240,11.255,2.412,0.029,0.12,0.01,6602,182,-0.06,0.3,4.06,0.1,1.77,0.1,1.32,0.25,0,0.729,0.018,0.018,0
11505877,2129950354547275904,11.598,2.427,0.024,0.1,0.02,6677,233,-0.14,0.3,4.2,0.11,1.46,0.1,1.23,0.25,1,0.58,0.018,0.018,0
11505957,2129938676536110336,15.754,0.268,0.026,0.17,0.02,6576,220,0.07,0.3,3.94,0.14,2.09,0.25,1.38,0.25,0,0.867,0.088,0.081,0
11505976,2129937886262115584,14.215,0.809,0.015,0.15,0.02,6795,237,-0.07,0.3,4.3,0.12,1.29,0.1,1.23,0.25,2,0.506,0.024,0.024,0
11506272,2129961384024096000,12.767,0.299,0.023,0.19,0.03,6937,202,-0.11,0.3,3.2,0.1,6.39,0.64,2.36,0.25,0,1.93,0.071,0.066,0
11506287,2129961319603750400,14.371,0.787,0.016,0.14,0.02,6804,238,0.01,0.3,4.34,0.12,1.22,0.09,1.22,0.25,2,0.459,0.025,0.025,0
11506433,2129959739055810176,13.741,0.615,0.015,0.15,0.02,6877,209,-0.1,0.3,3.98,0.1,2.05,0.14,1.46,0.25,0,0.927,0.027,0.027,0
11506508,2129957196435159168,11.785,1.266,0.02,0.1,0.02,7505,262,0.04,0.3,4.09,0.1,1.87,0.14,1.55,0.25,0,0.998,0.018,0.018,1
11506607,2129958635244223232,9.554,1.636,0.033,0.08,0.01,8766,306,0.04,0.3,3.85,0.08,2.88,0.21,2.17,0.25,0,1.645,0.018,0.018,0
11506768,2129771585129290752,11.994,1.218,0.021,0.09,0.01,6851,193,-0.07,0.3,3.93,0.09,2.2,0.13,1.5,0.25,0,0.981,0.017,0.017,0
11507692,2129761547786639360,12.88,1.42,0.022,0.12,0.02,6602,186,-0.24,0.3,4.21,0.11,1.42,0.08,1.2,0.25,0,0.54,0.018,0.018,0
11508010,2129852845909956352,11.72,1.247,0.043,0.08,0.01,6709,183,-0.15,0.3,3.81,0.09,2.57,0.15,1.58,0.25,0,1.082,0.017,0.017,0
11508104,2129852605391793920,14.503,0.624,0.019,0.1,0.01,6724,235,-0.07,0.3,4.2,0.11,1.47,0.11,1.25,0.25,1,0.598,0.032,0.031,0
11508233,2129852983349778944,13.144,1.798,0.015,0.1,0.02,6660,201,-0.47,0.3,4.51,0.12,0.97,0.06,1.1,0.25,5,0.226,0.018,0.018,0
11508373,2129806528983499648,13.315,1.021,0.014,0.14,0.01,6720,195,-0.15,0.3,4.17,0.11,1.54,0.09,1.26,0.25,0,0.638,0.017,0.017,0
11508397,2129806769500860800,10.741,1.376,0.022,0.13,0.01,7278,80,-0.03,0.15,3.74,0.06,3.04,0.09,1.84,0.25,0,1.369,0.017,0.017,1
11508510,2129805429471856128,14.203,0.539,0.019,0.16,0.01,6626,197,-0.27,0.3,3.94,0.1,2.1,0.15,1.42,0.25,0,0.885,0.035,0.034,0
11508587,2129811614224762880,13.624,0.701,0.015,0.15,0.02,7014,80,-0.4,0.15,4.07,0.08,1.83,0.07,1.42,0.25,0,0.862,0.025,0.025,0
11508655,2129811854742928640,14.447,0.873,0.023,0.2,0.02,6641,232,0.1,0.3,4.37,0.12,1.16,0.09,1.16,0.25,2,0.373,0.029,0.029,0
11508874,2129808590567052416,13.849,0.659,0.016,0.21,0.02,7100,216,-0.04,0.3,4.11,0.1,1.73,0.12,1.42,0.25,0,0.838,0.028,0.028,0
11509080,2129797251853407616,13.201,0.954,0.032,0.17,0.02,7017,233,0.09,0.3,4.17,0.11,1.6,0.12,1.36,0.25,0,0.749,0.034,0.034,0
11509451,2129820238518436224,13.823,0.875,0.022,0.14,0.01,6805,200,-0.02,0.3,4.23,0.11,1.42,0.1,1.26,0.25,1,0.588,0.027,0.027,0
11509697,2129817386660168832,12.869,1.352,0.094,0.12,0.01,6802,80,0.04,0.15,4.25,0.1,1.38,0.04,1.25,0.25,0,0.566,0.017,0.017,0
11509728,2129818898488665088,9.647,2.335,0.036,0.09,0.02,8008,280,0.02,0.3,3.96,0.09,2.33,0.18,1.82,0.25,0,1.305,0.019,0.02,1
11511805,2135013506814310272,13.099,1.251,0.024,0.18,0.02,6913,210,-0.14,0.3,4.3,0.11,1.31,0.08,1.27,0.25,2,0.551,0.018,0.019,0
11512719,2135016839709101312,13.535,0.748,0.015,0.23,0.02,6596,230,0.16,0.3,3.94,0.11,2.11,0.16,1.42,0.25,0,0.88,0.025,0.025,0
11513155,2135027422508583168,11.43,1.376,0.035,0.14,0.02,7239,227,-0.28,0.3,3.93,0.09,2.29,0.16,1.62,0.25,0,1.113,0.018,0.018,1
11513197,2135027869185201536,15.532,0.488,0.028,0.25,0.02,6602,231,-0.14,0.3,4.27,0.13,1.33,0.12,1.18,0.25,1,0.48,0.055,0.052,0
11513739,2134837516236152704,12.107,2.493,0.024,0.11,0.02,6536,182,-0.6,0.3,4.33,0.11,1.21,0.07,1.14,0.25,2,0.382,0.019,0.019,0
11513950,2134842841995637248,16.022,0.252,0.031,0.22,0.01,6754,220,0.13,0.3,4.02,0.15,1.89,0.25,1.36,0.25,0,0.827,0.111,0.099,0
11514311,2134839092485826560,13.445,0.792,0.013,0.19,0.02,7106,222,-0.23,0.3,4.12,0.1,1.7,0.11,1.41,0.25,0,0.822,0.023,0.022,0
11514633,2134828788862944384,13.752,0.944,0.012,0.18,0.01,6946,243,0.21,0.3,4.32,0.12,1.3,0.09,1.27,0.25,2,0.549,0.02,0.02,0
11514648,2134829196881013888,11.531,1.054,0.021,0.13,0.03,6676,80,0.05,0.15,3.6,0.07,3.41,0.12,1.66,0.25,0,1.318,0.02,0.02,0
11514894,2134922968905379456,12.627,1.302,0.018,0.14,0.03,6865,204,0.01,0.3,4.16,0.1,1.57,0.1,1.32,0.25,0,0.694,0.02,0.02,0
11514904,2134827929869313024,13.686,1.176,0.037,0.18,0.02,6531,194,-0.42,0.3,4.3,0.12,1.24,0.08,1.13,0.25,1,0.404,0.019,0.019,0
11515180,2134919395491495680,12.774,1.243,0.022,0.15,0.02,6600,186,-0.09,0.3,4.08,0.1,1.72,0.1,1.3,0.25,0,0.702,0.018,0.018,0
11515221,2134918600917640320,12.387,0.915,0.02,0.24,0.04,6667,187,-0.04,0.3,3.71,0.09,2.83,0.18,1.52,0.25,0,1.154,0.029,0.028,0
11515322,2134918399059094528,13.77,0.706,0.015,0.25,0.04,7050,221,0.03,0.3,4.11,0.1,1.72,0.13,1.4,0.25,0,0.82,0.029,0.029,0
11515538,2134872631887611648,12.691,1.221,0.022,0.14,0.01,6521,80,-0.01,0.15,4.02,0.1,1.85,0.06,1.32,0.25,0,0.748,0.017,0.018,0
11515585,2134920220125281664,13.924,0.957,0.014,0.19,0.03,6605,196,-0.04,0.3,4.25,0.11,1.36,0.09,1.18,0.25,1,0.503,0.025,0.025,0
11515690,2134872494448679552,10.763,1.74,0.023,0.11,0.02,6671,80,-0.01,0.15,3.69,0.08,2.97,0.09,1.56,0.25,0,1.196,0.018,0.018,0
11515703,2134873250362945280,13.892,0.925,0.015,0.22,0.03,6871,240,-0.5,0.3,4.29,0.11,1.32,0.1,1.25,0.25,2,0.544,0.023,0.023,0
11515795,2134878954079528832,13.07,1.238,0.021,0.19,0.02,6768,199,-0.23,0.3,4.22,0.11,1.43,0.09,1.25,0.25,1,0.59,0.019,0.019,0
11516110,2134877884627673088,11.989,1.971,0.023,0.16,0.02,6635,80,-0.16,0.15,4.15,0.09,1.56,0.05,1.25,0.25,0,0.63,0.018,0.018,0
11516919,2134887681453228928,12.0,2.271,0.019,0.12,0.03,6595,190,-0.19,0.3,4.25,0.11,1.35,0.08,1.18,0.25,1,0.49,0.022,0.022,0
11516933,2134863423477575936,11.77,1.417,0.023,0.2,0.03,6635,80,-0.05,0.15,3.85,0.08,2.42,0.08,1.52,0.25,0,1.009,0.022,0.022,0
11516943,2134886891178885120,12.375,2.053,0.023,0.12,0.03,6584,182,-0.12,0.3,4.29,0.11,1.26,0.08,1.16,0.25,1,0.43,0.022,0.022,0
11516997,2134886925538631424,13.287,0.877,0.015,0.19,0.02,6503,80,-0.26,0.15,3.94,0.09,2.07,0.08,1.38,0.25,0,0.84,0.024,0.024,0
11517039,2134886616300982016,11.868,1.299,0.024,0.21,0.03,6701,234,-0.5,0.3,3.84,0.1,2.48,0.19,1.55,0.25,0,1.047,0.022,0.022,0
11517599,2134884795234888448,14.198,0.756,0.015,0.32,0.04,7087,245,0.03,0.3,4.3,0.11,1.34,0.1,1.32,0.25,2,0.61,0.029,0.029,0
11517786,2086846032707709440,14.108,0.141,0.014,0.3,0.03,7877,275,-0.28,0.3,3.33,0.12,5.65,0.71,2.48,0.25,0,2.044,0.089,0.082,0
11518592,2086847643316936448,10.75,1.016,0.024,0.22,0.04,9089,318,-0.11,0.3,3.92,0.09,2.67,0.21,2.19,0.25,0,1.643,0.024,0.024,0
11518865,2086837270974359424,11.257,2.483,0.023,0.15,0.05,6894,190,-0.15,0.3,4.16,0.1,1.57,0.1,1.32,0.25,0,0.703,0.026,0.025,0
11518950,2086837648931505280,13.787,0.75,0.012,0.29,0.04,6689,204,-0.19,0.3,4.02,0.11,1.88,0.13,1.37,0.25,0,0.805,0.027,0.027,0
11519180,2087212101358672640,11.075,1.363,0.029,0.3,0.04,8059,282,0.07,0.3,3.98,0.09,2.26,0.17,1.8,0.25,0,1.288,0.023,0.023,1
11519182,2087211998279450752,13.79,0.573,0.014,0.3,0.04,6706,211,-0.02,0.3,3.86,0.09,2.43,0.17,1.54,0.25,0,1.033,0.031,0.03,0
11519475,2087208661083502720,12.138,1.219,0.02,0.36,0.05,6850,239,0.07,0.3,3.89,0.1,2.33,0.19,1.54,0.25,0,1.031,0.026,0.026,0
11520150,2087169117326126592,13.938,0.666,0.015,0.46,0.04,7107,241,-0.08,0.3,4.07,0.1,1.82,0.14,1.44,0.25,0,0.881,0.029,0.029,0
11520274,2087168979887197824,14.054,0.692,0.014,0.34,0.03,6837,239,0.21,0.3,4.1,0.11,1.72,0.13,1.36,0.25,0,0.765,0.027,0.027,0
11520310,2087161901781063296,12.727,1.223,0.028,0.27,0.03,6968,210,-0.28,0.3,4.13,0.1,1.65,0.11,1.36,0.25,0,0.762,0.02,0.02,0
11520722,2087166712144534784,12.401,1.187,0.023,0.34,0.03,7520,263,-0.32,0.3,4.16,0.1,1.69,0.13,1.5,0.25,0,0.917,0.021,0.021,0
11520793,2087164203883616256,9.767,2.252,0.038,0.25,0.03,7405,259,-0.03,0.3,3.76,0.09,3.0,0.22,1.86,0.25,0,1.388,0.022,0.023,0
11521153,2087154067760502144,13.51,1.008,0.015,0.35,0.04,6573,193,-0.28,0.3,4.11,0.11,1.65,0.11,1.27,0.25,0,0.663,0.023,0.023,0
11521233,2087177707260905216,14.424,0.449,0.018,0.44,0.02,6563,229,-0.43,0.3,3.74,0.11,2.66,0.22,1.46,0.25,0,1.073,0.04,0.039,0
