,kic,Type,dSct,gdor
3178,10265524,,1.0,
3179,10284901,,1.0,
3180,10346424,,1.0,
3181,10362577,,1.0,
3182,10382922,,1.0,
3183,10415502,,1.0,
3184,10468883,,1.0,1.0
3185,10468883,,1.0,1.0
3186,10468883,,1.0,1.0
3187,10481462,,2.0,1.0
3188,10481462,,2.0,1.0
3189,10489311,,1.0,
3190,10538299,,1.0,
3191,10549422,,1.0,
3192,10550657,,1.0,
3193,10598894,,1.0,
3194,10612854,,1.0,
3195,10647493,,1.0,1.0
3196,10652807,,1.0,
3197,10659654,,1.0,
3198,11622535,,1.0,
3199,10815083,,1.0,
3200,10862354,,1.0,
3201,10877182,,1.0,
3202,10921757,,1.0,
3203,10936043,,1.0,
3204,10936474,,1.0,
3205,10963731,,2.0,
3206,10974769,,1.0,
3207,10989859,,1.0,
3208,11026045,,1.0,
3209,11025754,,1.0,
3210,11031749,,1.0,
3211,11143576,,1.0,
3212,11152649,,1.0,1.0
3213,11182608,,1.0,
3214,11183259,,1.0,
3215,11288686,,1.0,
3216,11294931,,1.0,
3217,11296437,,1.0,
3218,11303090,,2.0,
3219,11306611,,1.0,
3220,11413125,,1.0,
3221,11414527,,1.0,
3222,11519180,,1.0,
3223,11548888,,1.0,
3224,11564882,,1.0,1.0
3225,11569628,,1.0,
3226,11607017,,2.0,1.0
3227,11649459,,1.0,
3228,11666104,,1.0,
3229,11666429,,1.0,
3230,11754974,,1.0,
3231,11759297,,1.0,
3232,11824578,,2.0,
3233,11825955,,2.0,
3234,11852985,,1.0,
3235,11868514,,1.0,
3236,11904306,,1.0,
3237,11905761,,1.0,
3238,11906211,,1.0,
3239,11908559,,1.0,
3240,11954651,,1.0,
3241,11975271,,1.0,
3242,12011260,,1.0,
3243,12016717,,1.0,
3244,12055345,,1.0,
3245,12055770,,1.0,
3246,12062443,,1.0,
3247,12073334,,1.0,
3248,12073683,,1.0,
3249,12155426,,1.0,
3250,12165113,,1.0,
3251,12166194,,1.0,
3252,12202143,,1.0,
3253,12215002,,1.0,
3254,12217281,,1.0,
3255,12352485,,2.0,
3256,12357103,,1.0,
3257,12504812,,2.0,
3258,12603159,,1.0,
3259,1026861,,,1.0
3260,1026861,,,1.0
3261,1162345,,,1.0
3262,1162345,,,1.0
3263,1295531,,,1.0
3264,1996456,,,1.0
3265,1996456,,,1.0
3266,2020444,,,1.0
3267,2141387,,,1.0
3268,2163896,,,1.0
3269,2578582,,,1.0
3270,5984615,,,1.0
3271,5984615,,,1.0
3272,2710594,,,1.0
3273,2710594,,,1.0
3274,2859701,,,1.0
3275,2998070,,,1.0
3276,3221077,,,1.0
3277,3240316,,,1.0
3278,3331147,,,1.0
3279,3343854,,,1.0
3280,3440074,,,1.0
3281,3440074,,,1.0
3282,3448365,,,1.0
3283,3448365,,,1.0
3284,3559933,,,1.0
3285,3626325,,,1.0
3286,3626325,,,1.0
3287,3648936,,,1.0
3288,1160891,,,1.0
3289,3744571,,,1.0
3290,4058206,,,1.0
3291,4077558,,,1.0
3292,4077558,,,1.0
3293,2018685,,,1.0
3294,2018685,,,1.0
3295,4774194,,,1.0
3296,4774194,,,1.0
3297,4774194,,,1.0
3298,4839508,,,1.0
3299,4261149,,,1.0
3300,4261149,,,1.0
3301,4278083,,,1.0
3302,4863260,,,1.0
3303,4863260,,,1.0
3304,3852595,,,1.0
3305,4567531,,,1.0
3306,4567531,,,1.0
3307,4743189,,,1.0
3308,4743189,,,1.0
3309,4743189,,,1.0
3310,4952608,,,1.0
3311,5478788,,,1.0
3312,5478788,,,1.0
3313,5114382,,,1.0
3314,5114382,,,1.0
3315,4577969,,,1.0
3316,4577969,,,1.0
3317,5821056,,,1.0
3318,5821056,,,1.0
3319,5978913,,,1.0
3320,5978913,,,1.0
3321,5646058,,,1.0
3322,5706866,,,1.0
3323,5706866,,,1.0
3324,5565100,,,1.0
3325,5565100,,,1.0
3326,7421324,,,1.0
3327,7421324,,,1.0
3328,7695445,,,1.0
3329,7695445,,,1.0
3330,7900126,,,1.0
3331,6469690,,,1.0
3332,6469690,,,1.0
3333,6678174,,,1.0
3334,8655082,,,1.0
3335,8655082,,,1.0
3336,6701459,,,1.0
3337,6764812,,,1.0
3338,6764812,,,1.0
3339,6778113,,,1.0
3340,6780397,,,1.0
3341,4552374,,,1.0
3342,4552374,,,1.0
3343,8264708,,,1.0
3344,8264708,,,1.0
3345,8264708,,,1.0
3346,8264708,,,1.0
3347,8775173,,,1.0
3348,6935014,,,1.0
3349,8324305,,,1.0
3350,8324305,,,1.0
3351,8126271,,,1.0
3352,8126271,,,1.0
3353,9092496,,,1.0
3354,9092496,,,1.0
3355,7434470,,,1.0
3356,7434470,,,1.0
3357,7511994,,,1.0
3358,7551589,,,1.0
3359,7551589,,,1.0
3360,9347494,,,1.0
3361,9347494,,,1.0
3362,4757184,,,1.0
3363,7757478,,,1.0
3364,9348946,,,1.0
3365,9348946,,,1.0
3366,9425193,,,1.0
3367,9673483,,,1.0
3368,8053078,,,1.0
3369,8087269,,,1.0
3370,8087269,,,1.0
3371,8127778,,,1.0
3372,8265068,,,1.0
3373,8375138,,,1.0
3374,8375138,,,1.0
3375,8459899,,,1.0
3376,9713610,,,1.0
3377,8605096,,,1.0
3378,8714886,,,1.0
3379,8759258,,,1.0
3380,8836473,,,1.0
3381,9210943,,,1.0
3382,9210943,,,1.0
3383,9242383,,,1.0
3384,9595743,,,1.0
3385,9595743,,,1.0
3386,9595743,,,1.0
3387,9716563,,,1.0
3388,9716563,,,1.0
3389,9716563,,,1.0
3390,9766218,,,1.0
3391,7023122,,,1.0
3392,11099031,,,1.0
3393,11242284,,,1.0
3394,11256244,,,1.0
3395,11256244,,,1.0
3396,11466960,,,1.0
3397,11466960,,,1.0
3398,11519475,,,1.0
3399,11519475,,,1.0
3400,11349012,,,1.0
3401,11349012,,,1.0
3402,11754232,,,1.0
3403,11826272,,,1.0
3404,11917550,,,1.0
3405,2846358,,,1.0
3406,2846358,,,1.0
3407,12066947,,,1.0
3408,12066947,,,1.0
3409,11395936,,,1.0
3410,11395936,,,1.0
3411,12407395,,,1.0
3412,12407395,,,1.0
3413,12407395,,,1.0
3414,12458189,,,1.0
3415,4255166,,,1.0
3416,4446135,,,1.0
3417,4477170,,,1.0
3418,4477170,,,1.0
3419,4995953,,,1.0
3420,5033298,,,1.0
3421,5033298,,,1.0
3422,7621649,,,1.0
3423,7621649,,,1.0
3424,4483943,,,1.0
3425,5114262,,,1.0
3426,5114262,,,1.0
3427,5254203,,,1.0
3428,6064932,,,1.0
3429,6126012,,,1.0
3430,6469599,,,1.0
3431,6469599,,,1.0
3432,7513405,,,1.0
3433,7968803,,,1.0
3434,7968803,,,1.0
3435,8978113,,,1.0
3436,9552574,,,1.0
3437,10423501,,,1.0
3438,10423501,,,1.0
3439,10645230,,,1.0
3440,11520274,,,1.0
3441,11520274,,,1.0
3442,12783511,,,1.0
3443,6940150,,,1.0
3444,9716350,,,1.0
3445,11571757,,,1.0
3446,11571757,,,1.0
3447,11571757,,,1.0
3448,11809145,,,1.0
3449,7746984,,,1.0
3450,7746984,,,1.0
3451,12508604,,,1.0
3452,12508604,,,1.0
